dealid,artistsid,pitched
6680,4049,0
6737,4049,0
6732,4049,0
6742,4049,0
6712,4049,0
6744,4049,0
6767,4049,0
6764,4049,0
6775,4049,0
6713,4049,0
6634,4049,1
6778,4049,0
6774,4049,0
6796,4049,0
6805,4049,0
6804,4049,0
6803,4049,0
6802,4049,0
6808,4049,0
6814,4049,0
6793,4049,0
6819,4049,0
6813,4049,0
6807,4049,0
5871,4041,1
6414,4041,0
3255,4041,0
6438,4041,0
6480,4041,0
6479,4041,0
6477,4041,0
6474,4041,0
6476,4041,0
6467,4041,0
6501,4041,0
6495,4041,0
6509,4041,0
6490,4041,0
6517,4041,0
6497,4041,0
6520,4041,0
6496,4041,0
6536,4041,0
5814,4041,0
6569,4041,0
6552,4041,0
6591,4041,0
6586,4041,0
6549,4041,0
6594,4041,0
6577,4041,0
6471,4041,0
6598,4041,0
6566,4041,0
6601,4041,0
6603,4041,0
6568,4041,0
6556,4041,0
6564,4041,0
6395,4041,0
6620,4041,0
6608,4041,0
6576,4041,0
6587,4041,0
6539,4041,0
6622,4041,0
6636,4041,0
6670,4041,0
6651,4041,0
6665,4041,0
6668,4041,0
6676,4041,0
6637,4041,0
4995,4041,1
6627,4041,0
6685,4041,0
6680,4041,0
6737,4041,0
6732,4041,0
6742,4041,0
6712,4041,0
6744,4041,0
6767,4041,0
6764,4041,0
6775,4041,0
6713,4041,0
6634,4041,0
6778,4041,0
6774,4041,0
6796,4041,0
6805,4041,0
6804,4041,0
6803,4041,0
6802,4041,0
6808,4041,0
6814,4041,0
6793,4041,0
6819,4041,0
6813,4041,0
6807,4041,0
5871,4034,0
6414,4034,0
3255,4034,0
6438,4034,0
6480,4034,0
6479,4034,0
6477,4034,0
6474,4034,0
6476,4034,0
6467,4034,0
6501,4034,0
6495,4034,0
6509,4034,0
6490,4034,0
6517,4034,0
6497,4034,0
6520,4034,0
6496,4034,0
6536,4034,0
5814,4034,0
6569,4034,0
6552,4034,0
6591,4034,0
6586,4034,0
6549,4034,0
6594,4034,0
6577,4034,0
6471,4034,0
6598,4034,0
6566,4034,0
6601,4034,0
6603,4034,0
6568,4034,0
6556,4034,0
6564,4034,0
6395,4034,0
6620,4034,0
6608,4034,0
6576,4034,0
6587,4034,0
6539,4034,0
6622,4034,0
6636,4034,0
6670,4034,0
6651,4034,0
6665,4034,0
6668,4034,0
6676,4034,0
6637,4034,0
4995,4034,0
6627,4034,0
6685,4034,0
6680,4034,0
6737,4034,0
6732,4034,0
6742,4034,0
6712,4034,0
6744,4034,0
6767,4034,0
6764,4034,0
6775,4034,1
6713,4034,0
6634,4034,0
6778,4034,0
6774,4034,0
6796,4034,0
6805,4034,0
6804,4034,0
6803,4034,0
6802,4034,0
6808,4034,0
6814,4034,0
6793,4034,0
6819,4034,0
6813,4034,0
6807,4034,0
5871,3996,0
6414,3996,0
3255,3996,0
6438,3996,0
6480,3996,0
6479,3996,0
6477,3996,0
6474,3996,0
6476,3996,0
6467,3996,0
6501,3996,0
6495,3996,0
6509,3996,0
6490,3996,0
6517,3996,0
6497,3996,0
6520,3996,0
6496,3996,0
6536,3996,0
5814,3996,0
6569,3996,0
6552,3996,0
6591,3996,0
6586,3996,0
6549,3996,0
6594,3996,0
6577,3996,0
6471,3996,0
6598,3996,0
6566,3996,0
6601,3996,0
6603,3996,0
6568,3996,0
6556,3996,0
6564,3996,0
6395,3996,0
6620,3996,0
6608,3996,0
6576,3996,0
6587,3996,0
6539,3996,0
6622,3996,0
6636,3996,0
6670,3996,0
6651,3996,0
6665,3996,0
6668,3996,0
6676,3996,0
6637,3996,0
4995,3996,0
6627,3996,0
6685,3996,0
6680,3996,0
6737,3996,0
6732,3996,0
6742,3996,0
6712,3996,1
6744,3996,0
6767,3996,0
6764,3996,0
6775,3996,0
6713,3996,0
6634,3996,0
6778,3996,0
6774,3996,0
6796,3996,0
6805,3996,0
6804,3996,0
6803,3996,0
6802,3996,0
6808,3996,0
6814,3996,0
6793,3996,0
6819,3996,0
6813,3996,0
6807,3996,0
5871,3988,0
6414,3988,0
3255,3988,0
6438,3988,0
6480,3988,0
6479,3988,0
6477,3988,0
6474,3988,0
6476,3988,0
6467,3988,0
6501,3988,0
6495,3988,0
6509,3988,0
6490,3988,0
6517,3988,0
6497,3988,0
6520,3988,1
6496,3988,0
6536,3988,0
5814,3988,0
6569,3988,0
6552,3988,0
6591,3988,0
6586,3988,0
6549,3988,0
6594,3988,0
6577,3988,0
6471,3988,0
6598,3988,0
6566,3988,0
6601,3988,0
6603,3988,0
6568,3988,0
6556,3988,0
6564,3988,0
6395,3988,0
6620,3988,0
6608,3988,0
6576,3988,0
6587,3988,0
6539,3988,0
6622,3988,0
6636,3988,0
6670,3988,0
6651,3988,0
6665,3988,0
6668,3988,0
6676,3988,0
6637,3988,0
4995,3988,0
6627,3988,0
6685,3988,0
6680,3988,0
6737,3988,0
6732,3988,0
6742,3988,0
6712,3988,0
6744,3988,0
6767,3988,0
6764,3988,0
6775,3988,0
6713,3988,0
6634,3988,0
6778,3988,0
6774,3988,0
6796,3988,0
6805,3988,0
6804,3988,0
6803,3988,0
6802,3988,0
6808,3988,0
6814,3988,0
6793,3988,0
6819,3988,0
6813,3988,0
6807,3988,0
5871,3986,0
6414,3986,0
3255,3986,0
6438,3986,0
6480,3986,0
6479,3986,0
6477,3986,0
6474,3986,0
6476,3986,0
6467,3986,0
6501,3986,0
6495,3986,0
6509,3986,0
6490,3986,0
6517,3986,0
6497,3986,0
6520,3986,0
6496,3986,0
6536,3986,0
5814,3986,0
6569,3986,0
6552,3986,0
6591,3986,0
6586,3986,0
6549,3986,0
6594,3986,0
6577,3986,0
6471,3986,0
6598,3986,0
6566,3986,0
6601,3986,0
6603,3986,0
6568,3986,0
6556,3986,0
6564,3986,0
6395,3986,0
6620,3986,0
6608,3986,0
6576,3986,0
6587,3986,0
6539,3986,0
6622,3986,0
6636,3986,0
6670,3986,0
6651,3986,0
6665,3986,0
6668,3986,1
6676,3986,0
6637,3986,0
4995,3986,0
6627,3986,0
6685,3986,0
6680,3986,0
6737,3986,0
6732,3986,0
6742,3986,0
6712,3986,0
6744,3986,0
6767,3986,0
6764,3986,0
6775,3986,0
6713,3986,0
6634,3986,0
6778,3986,0
6774,3986,0
6796,3986,0
6805,3986,0
6804,3986,0
6803,3986,0
6802,3986,0
6808,3986,0
6814,3986,0
6793,3986,0
6819,3986,0
6813,3986,0
6807,3986,0
5871,3985,0
6414,3985,0
3255,3985,0
6438,3985,0
6480,3985,0
6479,3985,0
6477,3985,0
6474,3985,0
6476,3985,0
6467,3985,0
6501,3985,0
6495,3985,0
6509,3985,0
6490,3985,0
6517,3985,0
6497,3985,0
6520,3985,0
6496,3985,0
6536,3985,0
5814,3985,0
6569,3985,0
6552,3985,0
6591,3985,0
6586,3985,0
6549,3985,0
6594,3985,0
6577,3985,0
6471,3985,0
6598,3985,1
6566,3985,0
6601,3985,0
6603,3985,0
6568,3985,0
6556,3985,0
6564,3985,0
6395,3985,0
6620,3985,0
6608,3985,0
6576,3985,0
6587,3985,0
6539,3985,0
6622,3985,0
6636,3985,0
6670,3985,0
6651,3985,0
6665,3985,0
6668,3985,0
6676,3985,0
6637,3985,0
4995,3985,0
6627,3985,0
6685,3985,0
6680,3985,0
6737,3985,0
6732,3985,0
6742,3985,0
6712,3985,0
6744,3985,0
6767,3985,0
6764,3985,0
6775,3985,0
6713,3985,0
6634,3985,0
6778,3985,0
6774,3985,0
6796,3985,0
6805,3985,0
6804,3985,0
6803,3985,0
6802,3985,0
6808,3985,0
6814,3985,0
6793,3985,0
6819,3985,0
6813,3985,0
6807,3985,0
5871,3978,0
6414,3978,0
3255,3978,0
6438,3978,0
6480,3978,0
6479,3978,0
6477,3978,0
6474,3978,0
6476,3978,0
6467,3978,0
6501,3978,0
6495,3978,0
6509,3978,0
6490,3978,0
6517,3978,0
6497,3978,0
6520,3978,0
6496,3978,0
6536,3978,0
5814,3978,0
6569,3978,0
6552,3978,0
6591,3978,0
6586,3978,0
6549,3978,0
6594,3978,0
6577,3978,0
6471,3978,0
6598,3978,1
6566,3978,0
6601,3978,0
6603,3978,0
6568,3978,0
6556,3978,0
6564,3978,0
6395,3978,0
6620,3978,0
6608,3978,0
6576,3978,0
6587,3978,0
6539,3978,0
6622,3978,0
6636,3978,0
6670,3978,0
6651,3978,0
6665,3978,0
6668,3978,0
6676,3978,0
6637,3978,0
4995,3978,0
6627,3978,0
6685,3978,0
6680,3978,0
6737,3978,0
6732,3978,0
6742,3978,0
6712,3978,0
6744,3978,0
6767,3978,0
6764,3978,0
6775,3978,0
6713,3978,0
6634,3978,0
6778,3978,0
6774,3978,0
6796,3978,0
6805,3978,0
6804,3978,0
6803,3978,0
6802,3978,0
6808,3978,0
6814,3978,0
6793,3978,0
6819,3978,0
6813,3978,0
6807,3978,0
5871,3964,0
6414,3964,1
3255,3964,0
6438,3964,0
6480,3964,0
6479,3964,0
6477,3964,0
6474,3964,0
6476,3964,0
6467,3964,0
6501,3964,0
6495,3964,0
6509,3964,0
6490,3964,0
6517,3964,0
6497,3964,0
6520,3964,0
6496,3964,0
6536,3964,0
5814,3964,0
6569,3964,0
6552,3964,0
6591,3964,0
6586,3964,0
6549,3964,0
6594,3964,0
6577,3964,0
6471,3964,0
6598,3964,0
6566,3964,0
6601,3964,0
6603,3964,0
6568,3964,0
6556,3964,0
6564,3964,0
6395,3964,0
6620,3964,0
6608,3964,0
6576,3964,0
6587,3964,0
6539,3964,0
6622,3964,0
6636,3964,0
6670,3964,0
6651,3964,0
6665,3964,0
6668,3964,0
6676,3964,0
6637,3964,0
4995,3964,0
6627,3964,0
6685,3964,0
6680,3964,0
6737,3964,0
6732,3964,0
6742,3964,0
6712,3964,0
6744,3964,0
6767,3964,0
6764,3964,0
6775,3964,0
6713,3964,0
6634,3964,0
6778,3964,0
6774,3964,0
6796,3964,0
6805,3964,0
6804,3964,0
6803,3964,0
6802,3964,0
6808,3964,0
6814,3964,0
6793,3964,0
6819,3964,0
6813,3964,0
6807,3964,0
5871,3942,0
6414,3942,0
3255,3942,0
6438,3942,0
6480,3942,0
6479,3942,0
6477,3942,0
6474,3942,0
6476,3942,0
6467,3942,0
6501,3942,0
6495,3942,0
6509,3942,0
6490,3942,0
6517,3942,0
6497,3942,0
6520,3942,0
6496,3942,0
6536,3942,0
5814,3942,0
6569,3942,0
6552,3942,0
6591,3942,0
6586,3942,0
6549,3942,0
6594,3942,0
6577,3942,0
6471,3942,0
6598,3942,0
6566,3942,0
6601,3942,0
6603,3942,0
6568,3942,0
6556,3942,0
6564,3942,0
6395,3942,0
6620,3942,0
6608,3942,0
6576,3942,0
6587,3942,0
6539,3942,0
6622,3942,0
6636,3942,0
6670,3942,0
6651,3942,0
6665,3942,0
6668,3942,0
6676,3942,0
6637,3942,0
4995,3942,0
6627,3942,0
6685,3942,0
6680,3942,0
6737,3942,0
6732,3942,0
6742,3942,0
6712,3942,0
6744,3942,0
6767,3942,0
6764,3942,0
6775,3942,0
6713,3942,0
6634,3942,0
6778,3942,0
6774,3942,0
6796,3942,0
6805,3942,0
6804,3942,0
6803,3942,0
6802,3942,0
6808,3942,0
6814,3942,0
6793,3942,0
6819,3942,0
6813,3942,0
6807,3942,1
5871,3939,0
6414,3939,0
3255,3939,0
6438,3939,0
6480,3939,0
6479,3939,0
6477,3939,0
6474,3939,0
6476,3939,0
6467,3939,0
6501,3939,0
6495,3939,0
6509,3939,0
6490,3939,0
6517,3939,0
6497,3939,0
6520,3939,0
6496,3939,0
6536,3939,0
5814,3939,0
6569,3939,0
6552,3939,0
6591,3939,0
6586,3939,0
6549,3939,0
6594,3939,1
6577,3939,0
6471,3939,0
6598,3939,0
6566,3939,0
6601,3939,0
6603,3939,0
6568,3939,0
6556,3939,0
6564,3939,0
6395,3939,0
6620,3939,0
6608,3939,0
6576,3939,0
6587,3939,0
6539,3939,0
6622,3939,0
6636,3939,0
6670,3939,0
6651,3939,0
6665,3939,0
6668,3939,0
6676,3939,0
6637,3939,0
4995,3939,0
6627,3939,0
6685,3939,0
6680,3939,0
6737,3939,0
6732,3939,0
6742,3939,0
6712,3939,0
6744,3939,0
6767,3939,0
6764,3939,0
6775,3939,0
6713,3939,0
6634,3939,0
6778,3939,0
6774,3939,0
6796,3939,0
6805,3939,0
6804,3939,0
6803,3939,0
6802,3939,0
6808,3939,0
6814,3939,0
6793,3939,0
6819,3939,0
6813,3939,0
6807,3939,0
5871,3924,0
6414,3924,0
3255,3924,0
6438,3924,1
6480,3924,0
6479,3924,0
6477,3924,0
6474,3924,0
6476,3924,0
6467,3924,0
6501,3924,0
6495,3924,0
6509,3924,0
6490,3924,0
6517,3924,0
6497,3924,0
6520,3924,0
6496,3924,0
6536,3924,0
5814,3924,0
6569,3924,0
6552,3924,0
6591,3924,0
6586,3924,0
6549,3924,0
6594,3924,0
6577,3924,0
6471,3924,0
6598,3924,0
6566,3924,0
6601,3924,0
6603,3924,0
6568,3924,0
6556,3924,0
6564,3924,0
6395,3924,0
6620,3924,0
6608,3924,0
6576,3924,0
6587,3924,0
6539,3924,0
6622,3924,0
6636,3924,0
6670,3924,0
6651,3924,0
6665,3924,0
6668,3924,0
6676,3924,0
6637,3924,0
4995,3924,0
6627,3924,0
6685,3924,0
6680,3924,0
6737,3924,0
6732,3924,0
6742,3924,0
6712,3924,0
6744,3924,0
6767,3924,0
6764,3924,0
6775,3924,0
6713,3924,0
6634,3924,0
6778,3924,0
6774,3924,0
6796,3924,0
6805,3924,0
6804,3924,0
6803,3924,0
6802,3924,0
6808,3924,0
6814,3924,0
6793,3924,0
6819,3924,0
6813,3924,0
6807,3924,0
5871,3901,0
6414,3901,0
3255,3901,0
6438,3901,0
6480,3901,0
6479,3901,0
6477,3901,0
6474,3901,0
6476,3901,0
6467,3901,0
6501,3901,0
6495,3901,0
6509,3901,0
6490,3901,0
6517,3901,0
6497,3901,0
6520,3901,0
6496,3901,0
6536,3901,0
5814,3901,0
6569,3901,0
6552,3901,0
6591,3901,0
6586,3901,0
6549,3901,0
6594,3901,1
6577,3901,0
6471,3901,0
6598,3901,0
6566,3901,0
6601,3901,0
6603,3901,0
6568,3901,0
6556,3901,0
6564,3901,0
6395,3901,0
6620,3901,1
6608,3901,0
6576,3901,0
6587,3901,0
6539,3901,0
6622,3901,0
6636,3901,0
6670,3901,0
6651,3901,0
6665,3901,0
6668,3901,0
6676,3901,0
6637,3901,0
4995,3901,0
6627,3901,0
6685,3901,0
6680,3901,0
6737,3901,0
6732,3901,4
6742,3901,0
6712,3901,0
6744,3901,0
6767,3901,0
6764,3901,0
6775,3901,0
6713,3901,0
6634,3901,0
6778,3901,0
6774,3901,0
6796,3901,0
6805,3901,0
6804,3901,0
6803,3901,0
6802,3901,0
6808,3901,0
6814,3901,0
6793,3901,0
6819,3901,0
6813,3901,0
6807,3901,0
5871,3891,0
6414,3891,0
3255,3891,0
6438,3891,1
6480,3891,0
6479,3891,0
6477,3891,1
6474,3891,0
6476,3891,0
6467,3891,0
6501,3891,0
6495,3891,0
6509,3891,0
6490,3891,0
6517,3891,0
6497,3891,0
6520,3891,0
6496,3891,0
6536,3891,0
5814,3891,0
6569,3891,0
6552,3891,1
6591,3891,0
6586,3891,0
6549,3891,0
6594,3891,0
6577,3891,0
6471,3891,0
6598,3891,0
6566,3891,0
6601,3891,0
6603,3891,0
6568,3891,0
6556,3891,0
6564,3891,0
6395,3891,0
6620,3891,0
6608,3891,0
6576,3891,0
6587,3891,0
6539,3891,0
6622,3891,0
6636,3891,0
6670,3891,0
6651,3891,0
6665,3891,0
6668,3891,0
6676,3891,0
6637,3891,0
4995,3891,0
6627,3891,0
6685,3891,1
6680,3891,0
6737,3891,0
6732,3891,0
6742,3891,0
6712,3891,0
6744,3891,0
6767,3891,0
6764,3891,0
6775,3891,0
6713,3891,0
6634,3891,0
6778,3891,0
6774,3891,0
6796,3891,0
6805,3891,0
6804,3891,0
6803,3891,0
6802,3891,0
6808,3891,0
6814,3891,0
6793,3891,0
6819,3891,0
6813,3891,0
6807,3891,0
5871,3890,0
6414,3890,0
3255,3890,0
6438,3890,0
6480,3890,0
6479,3890,0
6477,3890,0
6474,3890,0
6476,3890,0
6467,3890,0
6501,3890,0
6495,3890,0
6509,3890,0
6490,3890,0
6517,3890,0
6497,3890,0
6520,3890,0
6496,3890,0
6536,3890,0
5814,3890,0
6569,3890,0
6552,3890,0
6591,3890,0
6586,3890,0
6549,3890,0
6594,3890,0
6577,3890,0
6471,3890,0
6598,3890,0
6566,3890,0
6601,3890,1
6603,3890,0
6568,3890,0
6556,3890,0
6564,3890,0
6395,3890,0
6620,3890,0
6608,3890,0
6576,3890,0
6587,3890,0
6539,3890,0
6622,3890,0
6636,3890,0
6670,3890,0
6651,3890,0
6665,3890,0
6668,3890,0
6676,3890,0
6637,3890,0
4995,3890,0
6627,3890,0
6685,3890,0
6680,3890,0
6737,3890,0
6732,3890,0
6742,3890,0
6712,3890,0
6744,3890,0
6767,3890,0
6764,3890,0
6775,3890,0
6713,3890,0
6634,3890,0
6778,3890,0
6774,3890,0
6796,3890,0
6805,3890,0
6804,3890,0
6803,3890,0
6802,3890,0
6808,3890,0
6814,3890,0
6793,3890,0
6819,3890,0
6813,3890,0
6807,3890,0
5871,3888,0
6414,3888,0
3255,3888,0
6438,3888,0
6480,3888,0
6479,3888,0
6477,3888,0
6474,3888,0
6476,3888,0
6467,3888,0
6501,3888,0
6495,3888,0
6509,3888,0
6490,3888,0
6517,3888,0
6497,3888,0
6520,3888,0
6496,3888,0
6536,3888,0
5814,3888,0
6569,3888,0
6552,3888,0
6591,3888,0
6586,3888,0
6549,3888,0
6594,3888,1
6577,3888,0
6471,3888,0
6598,3888,0
6566,3888,0
6601,3888,0
6603,3888,0
6568,3888,0
6556,3888,0
6564,3888,0
6395,3888,0
6620,3888,1
6608,3888,0
6576,3888,0
6587,3888,0
6539,3888,0
6622,3888,0
6636,3888,0
6670,3888,0
6651,3888,0
6665,3888,0
6668,3888,0
6676,3888,0
6637,3888,0
4995,3888,0
6627,3888,0
6685,3888,0
6680,3888,0
6737,3888,0
6732,3888,0
6742,3888,0
6712,3888,0
6744,3888,0
6767,3888,0
6764,3888,0
6775,3888,0
6713,3888,0
6634,3888,0
6778,3888,0
6774,3888,0
6796,3888,0
6805,3888,0
6804,3888,0
6803,3888,0
6802,3888,0
6808,3888,0
6814,3888,0
6793,3888,0
6819,3888,0
6813,3888,0
6807,3888,0
5871,3885,0
6414,3885,0
3255,3885,0
6438,3885,1
6480,3885,0
6479,3885,0
6477,3885,1
6474,3885,0
6476,3885,0
6467,3885,0
6501,3885,0
6495,3885,0
6509,3885,0
6490,3885,0
6517,3885,0
6497,3885,0
6520,3885,0
6496,3885,0
6536,3885,0
5814,3885,0
6569,3885,0
6552,3885,1
6591,3885,0
6586,3885,0
6549,3885,0
6594,3885,1
6577,3885,0
6471,3885,0
6598,3885,0
6566,3885,0
6601,3885,0
6603,3885,0
6568,3885,0
6556,3885,0
6564,3885,0
6395,3885,0
6620,3885,0
6608,3885,0
6576,3885,0
6587,3885,0
6539,3885,0
6622,3885,0
6636,3885,0
6670,3885,0
6651,3885,0
6665,3885,0
6668,3885,0
6676,3885,0
6637,3885,0
4995,3885,0
6627,3885,0
6685,3885,1
6680,3885,0
6737,3885,0
6732,3885,0
6742,3885,0
6712,3885,0
6744,3885,0
6767,3885,0
6764,3885,0
6775,3885,0
6713,3885,0
6634,3885,0
6778,3885,0
6774,3885,0
6796,3885,0
6805,3885,0
6804,3885,0
6803,3885,0
6802,3885,0
6808,3885,0
6814,3885,0
6793,3885,0
6819,3885,0
6813,3885,0
6807,3885,0
5871,3860,0
6414,3860,0
3255,3860,0
6438,3860,0
6480,3860,0
6479,3860,0
6477,3860,0
6474,3860,0
6476,3860,0
6467,3860,0
6501,3860,0
6495,3860,1
6509,3860,0
6490,3860,0
6517,3860,0
6497,3860,0
6520,3860,0
6496,3860,0
6536,3860,0
5814,3860,0
6569,3860,0
6552,3860,0
6591,3860,0
6586,3860,0
6549,3860,0
6594,3860,0
6577,3860,0
6471,3860,0
6598,3860,0
6566,3860,0
6601,3860,0
6603,3860,0
6568,3860,0
6556,3860,0
6564,3860,0
6395,3860,0
6620,3860,0
6608,3860,0
6576,3860,0
6587,3860,0
6539,3860,0
6622,3860,0
6636,3860,0
6670,3860,0
6651,3860,0
6665,3860,0
6668,3860,0
6676,3860,0
6637,3860,0
4995,3860,0
6627,3860,0
6685,3860,0
6680,3860,0
6737,3860,0
6732,3860,0
6742,3860,0
6712,3860,0
6744,3860,0
6767,3860,0
6764,3860,0
6775,3860,0
6713,3860,0
6634,3860,0
6778,3860,0
6774,3860,0
6796,3860,0
6805,3860,0
6804,3860,0
6803,3860,0
6802,3860,0
6808,3860,0
6814,3860,0
6793,3860,0
6819,3860,0
6813,3860,0
6807,3860,0
5871,3852,0
6414,3852,0
3255,3852,0
6438,3852,0
6480,3852,0
6479,3852,0
6477,3852,0
6474,3852,1
6476,3852,0
6467,3852,0
6501,3852,0
6495,3852,0
6509,3852,0
6490,3852,0
6517,3852,0
6497,3852,0
6520,3852,0
6496,3852,0
6536,3852,0
5814,3852,0
6569,3852,0
6552,3852,1
6591,3852,0
6586,3852,0
6549,3852,0
6594,3852,1
6577,3852,0
6471,3852,0
6598,3852,0
6566,3852,0
6601,3852,1
6603,3852,0
6568,3852,0
6556,3852,0
6564,3852,0
6395,3852,0
6620,3852,1
6608,3852,0
6576,3852,0
6587,3852,0
6539,3852,0
6622,3852,0
6636,3852,0
6670,3852,0
6651,3852,0
6665,3852,0
6668,3852,0
6676,3852,0
6637,3852,0
4995,3852,0
6627,3852,0
6685,3852,0
6680,3852,0
6737,3852,0
6732,3852,4
6742,3852,0
6712,3852,0
6744,3852,0
6767,3852,0
6764,3852,0
6775,3852,0
6713,3852,0
6634,3852,0
6778,3852,0
6774,3852,0
6796,3852,0
6805,3852,0
6804,3852,0
6803,3852,0
6802,3852,0
6808,3852,0
6814,3852,0
6793,3852,0
6819,3852,0
6813,3852,0
6807,3852,0
5871,3827,0
6414,3827,0
3255,3827,0
6438,3827,0
6480,3827,0
6479,3827,0
6477,3827,0
6474,3827,0
6476,3827,0
6467,3827,0
6501,3827,0
6495,3827,0
6509,3827,0
6490,3827,0
6517,3827,0
6497,3827,0
6520,3827,0
6496,3827,0
6536,3827,0
5814,3827,0
6569,3827,0
6552,3827,0
6591,3827,0
6586,3827,0
6549,3827,0
6594,3827,0
6577,3827,0
6471,3827,0
6598,3827,0
6566,3827,0
6601,3827,0
6603,3827,0
6568,3827,0
6556,3827,0
6564,3827,0
6395,3827,0
6620,3827,0
6608,3827,0
6576,3827,0
6587,3827,0
6539,3827,0
6622,3827,0
6636,3827,0
6670,3827,0
6651,3827,0
6665,3827,0
6668,3827,0
6676,3827,0
6637,3827,0
4995,3827,0
6627,3827,0
6685,3827,0
6680,3827,0
6737,3827,0
6732,3827,0
6742,3827,0
6712,3827,0
6744,3827,0
6767,3827,0
6764,3827,0
6775,3827,0
6713,3827,0
6634,3827,0
6778,3827,0
6774,3827,0
6796,3827,1
6805,3827,0
6804,3827,0
6803,3827,0
6802,3827,0
6808,3827,0
6814,3827,0
6793,3827,0
6819,3827,0
6813,3827,0
6807,3827,0
5871,3826,0
6414,3826,0
3255,3826,0
6438,3826,0
6480,3826,0
6479,3826,0
6477,3826,0
6474,3826,1
6476,3826,0
6467,3826,0
6501,3826,0
6495,3826,0
6509,3826,0
6490,3826,0
6517,3826,0
6497,3826,0
6520,3826,0
6496,3826,0
6536,3826,0
5814,3826,0
6569,3826,0
6552,3826,1
6591,3826,0
6586,3826,0
6549,3826,0
6594,3826,1
6577,3826,0
6471,3826,0
6598,3826,0
6566,3826,0
6601,3826,1
6603,3826,0
6568,3826,0
6556,3826,0
6564,3826,0
6395,3826,0
6620,3826,1
6608,3826,0
6576,3826,0
6587,3826,0
6539,3826,0
6622,3826,0
6636,3826,0
6670,3826,0
6651,3826,0
6665,3826,0
6668,3826,0
6676,3826,0
6637,3826,0
4995,3826,0
6627,3826,0
6685,3826,0
6680,3826,0
6737,3826,0
6732,3826,0
6742,3826,0
6712,3826,0
6744,3826,0
6767,3826,0
6764,3826,0
6775,3826,0
6713,3826,0
6634,3826,0
6778,3826,0
6774,3826,0
6796,3826,0
6805,3826,0
6804,3826,0
6803,3826,0
6802,3826,0
6808,3826,0
6814,3826,0
6793,3826,0
6819,3826,0
6813,3826,0
6807,3826,0
5871,3815,0
6414,3815,0
3255,3815,0
6438,3815,0
6480,3815,0
6479,3815,0
6477,3815,0
6474,3815,0
6476,3815,0
6467,3815,0
6501,3815,0
6495,3815,0
6509,3815,0
6490,3815,0
6517,3815,0
6497,3815,1
6520,3815,0
6496,3815,0
6536,3815,0
5814,3815,0
6569,3815,0
6552,3815,0
6591,3815,0
6586,3815,0
6549,3815,0
6594,3815,0
6577,3815,0
6471,3815,0
6598,3815,0
6566,3815,0
6601,3815,0
6603,3815,0
6568,3815,0
6556,3815,0
6564,3815,0
6395,3815,0
6620,3815,0
6608,3815,0
6576,3815,0
6587,3815,0
6539,3815,0
6622,3815,0
6636,3815,0
6670,3815,0
6651,3815,0
6665,3815,0
6668,3815,0
6676,3815,0
6637,3815,0
4995,3815,0
6627,3815,0
6685,3815,0
6680,3815,0
6737,3815,0
6732,3815,0
6742,3815,0
6712,3815,0
6744,3815,0
6767,3815,0
6764,3815,0
6775,3815,0
6713,3815,0
6634,3815,0
6778,3815,0
6774,3815,0
6796,3815,0
6805,3815,0
6804,3815,0
6803,3815,0
6802,3815,0
6808,3815,0
6814,3815,0
6793,3815,0
6819,3815,0
6813,3815,0
6807,3815,0
5871,3809,0
6414,3809,0
3255,3809,0
6438,3809,0
6480,3809,0
6479,3809,0
6477,3809,0
6474,3809,0
6476,3809,0
6467,3809,0
6501,3809,0
6495,3809,0
6509,3809,0
6490,3809,0
6517,3809,0
6497,3809,0
6520,3809,0
6496,3809,0
6536,3809,0
5814,3809,0
6569,3809,0
6552,3809,0
6591,3809,0
6586,3809,0
6549,3809,0
6594,3809,0
6577,3809,0
6471,3809,0
6598,3809,0
6566,3809,0
6601,3809,0
6603,3809,0
6568,3809,0
6556,3809,0
6564,3809,0
6395,3809,0
6620,3809,0
6608,3809,0
6576,3809,0
6587,3809,0
6539,3809,0
6622,3809,0
6636,3809,0
6670,3809,0
6651,3809,0
6665,3809,0
6668,3809,0
6676,3809,0
6637,3809,0
4995,3809,0
6627,3809,0
6685,3809,0
6680,3809,0
6737,3809,0
6732,3809,0
6742,3809,0
6712,3809,0
6744,3809,0
6767,3809,0
6764,3809,0
6775,3809,0
6713,3809,0
6634,3809,0
6778,3809,0
6774,3809,0
6796,3809,0
6805,3809,0
6804,3809,1
6803,3809,0
6802,3809,0
6808,3809,0
6814,3809,0
6793,3809,0
6819,3809,0
6813,3809,0
6807,3809,0
5871,3808,0
6414,3808,0
3255,3808,0
6438,3808,0
6480,3808,0
6479,3808,0
6477,3808,0
6474,3808,0
6476,3808,0
6467,3808,0
6501,3808,0
6495,3808,0
6509,3808,0
6490,3808,0
6517,3808,0
6497,3808,0
6520,3808,0
6496,3808,0
6536,3808,0
5814,3808,0
6569,3808,0
6552,3808,0
6591,3808,0
6586,3808,0
6549,3808,0
6594,3808,0
6577,3808,1
6471,3808,0
6598,3808,0
6566,3808,0
6601,3808,0
6603,3808,0
6568,3808,0
6556,3808,0
6564,3808,0
6395,3808,0
6620,3808,0
6608,3808,0
6576,3808,0
6587,3808,0
6539,3808,0
6622,3808,0
6636,3808,0
6670,3808,0
6651,3808,0
6665,3808,0
6668,3808,0
6676,3808,0
6637,3808,0
4995,3808,0
6627,3808,0
6685,3808,0
