Artist,Pitch Count
preeti-vohra,1
preety-bhalla,1
preeya-naidu,1
prem-joshua-and-band,2
prerna-and-apurva,1
primi-shrivastava,5
prince-bhangra-group,2
prince-narula,2
prism,1
pritam,1
prithvi-the-band,1
priya-ghiya,1
priya-malik,2
priya-tomar,3
priya-tomar?id_op=7e0c93ff-b478-4667-9d1d-8aeb0f519781,1
priyanka,6
priyanka-happan,8
priyanka-nahata,3
priyanka-negi,1
priyanshu-mishra,6
priyesh-sinha,1
prof-ash,2
progressive-brothers,13
project-jac,7
project-triplet,1
prosenjit-guy-kundu,1
prreity-wadhwa,3
pseutopia,1
puja-singh,1
puneet-poddar,1
punit-paliwal,3
punya-arora,1
purple-crown,1
purva-mantri,1
qissa-the-band,1
question-mark-crew-india,1
quistek,1
raahi,1
rabbit,1
rachel,3
radhika-apte,3
raftaar,1
raghav-kapoor,1
raghav-meattle,1
raghav-raja,1
raghav-sachar,5
raghav-sethi-photography,1
rahat,1
rahil-khan,1
rahil-zafar,1
rahul-dogra,1
rahul-dua,2
rahul-dutta-240949,1
rahul-jain,3
rahul-jain-and-the-band,2
rahul-kapoor,1
rahul-sahu,1
rahul-subramanian,23
rahul-vaidya,2
rajan-srivastav,13
rajeev-paul,6
rajesh-cherthala,2
rajesh-shah,9
rajneesh-kapoor,48
rajnish-trivedi,1
raju-mehandi-wala,1
raju-srivastava,1
rana-daggubati,1
randeep-kaur,4
rang,1
rangreza-the-band,7
ranjit-bawa,2
raouf-gangjee,2
rasayana,3
rathik-pathak,2
rati-pandey,3
ratnika-vyas,4
raunaq-rajani,14
raveraj,2
ravi-allahabadi,1
ravi-shukla,2
rawshooter-photography,1
reena-d'souza,1
reflections-by-varinder-sekhon,1
rehat-brar,1
rekha-bhardwaj,2
renee-dhyani,21
resa,1
retros,3
revaasth,1
revanth,1
rg-unplugged,2
rhythm-revival,1
richa-bhatia,11
ricky-singh,2
ridansha-arora,2
ridhima-pathak,4
rihaa-the-band,2
rimi-nique,1
rinki-singhvi,3
rishabh-dev-violinist,1
rishikesh-potdar---paper-artist,1
ritu-agarwal,2
rituparna-sengupta,6
riyaaz-the-sufi-band,1
rizwan-khan,3
rj-devaki,1
rj-naved,3
rj-navneet,3
rj-peeyush,1
rj-shadab,2
rj-veer,1
rock-rhythm,4
rockin-marmalade,2
rocknaama,1
rockstrings,2
rocky-and-johnson,1
rody,1
rohan,9
rohan,1
rohan-g,1
rohan-gandotra,5
rohan-gandotra,5
rohan-mukherjee,6
rohan-raveesh,5
rohanpreet-singh,2
rohit-234885,2
rohit-ghiya,1
rohit-inarkar,1
rohit-talukdar,1
rohit-thakur,7
ronnie-singh,3
rooh,1
rooh-music-for-the-soul,1
rooh-the-band-158831,1
rooh-the-fusion-project,9
roopali-trate,1
roots,5
rootz-band,1
roshan-bhat,1
rotten-guitars,1
roulette,1
route-sixtysix-the-band,2
ruchita-thepadiya,1
ruhani,6
ruhi,1
rupali-jagga,11
rupinder-handa,1
rushad-rana,6
s)haan,8
s-two-academy,1
saar,1
sabareesh-prabhaker,1
sachin-jigar,1
sachin-shankor-mannath,1
saddvi-bajaj,10
safal-wedding-choreography,1
safar,1
safwana,1
sagar-cheema,1
sagar-gupta-collectives?id_op=1aZh1,1
sagar-lalwani,1
sagar-tiwari,1
sagar-tripathy,2
sagarika,1
sahibjeet-kaur-dahnjal,1
sahil-bajaj,4
sahil-khattar,1
sahil-shah,24
saisharan,1
salina-shelly,1
sam-mitra,1
samarth-swarup,2
samarth-swarup-239751,1
samay,6
samay-the-band,17
sameer-shrivastava,1
samit-bhardwaj,1
samrat-das-photogarphy,1
samved,1
sana-khan,6
sana-shaikh,1
sanah-moidutti,1
sanam,2
sanam-johar,1
sand-art-by-manisha,3
sandeep-batraa,3
sandeep-makeup-artist,1
sandeep-thakur---violinist,1
sandeep-wadhera,1
sandesh-johnny,2
sandip-soparrkar,1
sandipan-chowdhury,1
sandyy,1
sangeeta-gharu,1
sangeetha-ravindranath,1
sanjay-keni,8
sanjay-manaktala,2
sanjay-pande,2
sanjay-rajoura,6
sanjeeta-bhattacharya,3
sanjeev-korti,1
sanjeev-t,1
sant's-photography,1
sapna-choudhary,3
sara-gurpal,2
sara-khan,16
sartek,6
sarthak-pahwa,1
sarudraa,1
saswata,1
satinder-sartaaj,4
satinder-sartaj,2
satvanad-234945,1
satyajit-padhye,1
satyam-anandjee,1
saumya-shetty,6
saurabh-kaushal,2
saurav-moni,2
saurav-pardal,1
saw,10
sayak-basu,3
sayali-bhagat,4
sayani-palit,1
scyther-project,2
sd,2
second-sight,2
seema-khandelwal,1
seema-mishra,1
seeva-khan,1
sehaj-deep,9
sejal-morris,3
shabby,1
shabd-the-band,1
shadaj-the-band,4
shadow-and-light,1
shagorika-bhatia,1
shaili-shah,2
shakti-mohan,1
shalini-and-kumar,1
shalmali-kholgade,4
shameless-mani,1
shankar-bakshi-zero-gravity,1
shankar-school-of-performing-arts,1
shantanu-gupta,1
sharry-mann,9
shashank-arora,5
shashank-rawat,1
shashi-suman,7
shashwat-j-pandit-sj,1
shashwat-singh,2
shauuriin-bhatt,1
shavin,1
sheenz-arora,2
shefali-alvares,2
shefali-saxena-239617,1
shefali-the-dance-choreographer,1
shibani-kashyap,36
shilpa-raizada,3
shilpa-rao,4
shilpi-paul,13
shimit-mathur,5
shipra-goyal,16
shirley-setia,15
shiva-manvi,1
shivam,9
shivam-lakhanpal,5
shivam-vashisht,6
shivangi-bhayana,13
shivangi-sharma,14
shivangi-verma,3
shivani,1
shivani-oberoi,2
shivankur-vashisht-music,2
shivi-deveshwar,1
shivjot,5
shobhita-rana,1
shock-therapy,1
shouvik-mondal,3
showcase,2
shraey-khanna,1
shravan-reddy,5
shrinidhi-ghatate,2
shrirupa-sengupta,2
shruti-gera,1
shruti-haasan,1
shruti-pathak,7
shruti-seth,1
shubhalakshmi-mishtie-sen,2
shubham-and-tarun,3
shubham-band,1
shubham-jadhav,1
shuchi,1
shuchi-arora,3
shuchita-vyas,1
shukla-rajat-satya-prakash,1
shukraan,1
shun-ye,1
shweta-lalwani,9
sia-patel,2
siana-catherine,5
sickflip,1
sidd,1
siddarth-psyvaraman,1
siddhant-bhatia,2
siddharth-banerjee,19
siddharth-kannan,1
siddharth-kohli,1
siddharth-mahadevan,8
siddharth-nigam,1
siddharth-slathia,4
sidhu-moosewala,2
simetri,2
simpal,1
simple-t,2
simple-truth,2
simranjeet-singh,1
sinchan-dixit,1
sivana,2
skeleton-dance-crew,3
sky,1
skycristt,1
smita-bansal,16
smiti-and-adhir,1
smokey,1
smokey-the-ghost,1
smokey-the-ghost-235792,1
smruti-jalpur,9
sneha-maheshwari,2
sneha-suhas,6
snigdhajit-bhowmik,2
snigdho,4
soha-ali-khan-pataudi,3
soham-chakraborty,1
sombit-dey-photography,1
somoy-the-band,1
sona-jadhav,1
sona-mohapatra,9
sonal-chauhan,2
sonal-jain,10
sonal-mangret,2
sonal-singh,1
sonali-ajay-bahuguna,11
sonali-gupta,1
sonam-chhabra,3
sonia-and-diwakar,2
sonu-and-shikha,2
sonu-kakkar,17
sonu-sood,2
soofyan,1
sorabh-pant,44
sorabh-pant?id_op=1bFCJ,1
soulful-jammerz,10
soulkraft,1
soulmate-weddings,1
soulschool,1
soundwise,4
sourabhee-debbarma,2
sourav-ghosh,1
space-zitar,1
sparking-rumbles-dance-academy,1
sparsh-quartet,1
spiked-crib,1
spill-forty-five,5
spinnin-vibezz,1
spinstylz,1
spreading-roots,1
spunk,3
sreejita-de,2
sreerama-chandra,2
srejon-imagery,1
srijan-kaushik,1
srinivas,1
srusthi-shahs-dance-academy,1
ssameer-with-qasbah,6
standup-fever,1
stings-the-band,4
strawz,1
street-soul-dance-crew,2
street-violater,1
strella-rose,3
strike-three,1
stringboxx,1
strings,1
stuti-the-band,2
subham-chakraborty,1
suchismita-das,3
sudesh-lehri,1
sudhanshu-singh,1
sufi-rock,3
sugandha-mishra-2854,2
sugandha-thakur,1
sugarzzz,1
sugr,1
sujata-majumdar,1
sujatha-mohan,1
sujeet-gupta,1
sukanti-and-anushree,1
suketu,8
sukhdeep-grewal,1
sukhe,7
sukhman-heer,1
sukhwinder-singh,3
sukoon-sufi,1
sukriti-and-prakriti-kakar,13
sukshinder-shinda,1
sultan-masood,1
suman-chellani,10
suman-ghosh-image,1
suman-kumar,1
sumathi-shekar,1
sumit-anand,76
sumit-anand,2
sumit-sethi,6
sumit-shenoy,1
sunanda-sharma-241076,13
sundeep-sharma,9
sunidhi-chauhan,2
sunil-grover,2
sunil-pal-comedian,3
sunil-photography,1
sunny-agrawal,2
sunny-dhiman-photography,1
sunny-leone,1
supriya-lohith,3
suraj-dhull,1
suraj-jagan,1
suraj-photoworkz,1
suresh-menon,1
suryaa,1
suryaveer,20
susant-pattnaik,2
sushil-sharma,8
sutirtha-basu-photography,1
swar-a-soul-of-music,13
swar-the-band,2
swarbhoomi,10
swarna-mudgal,2
swaroop-khan,1
swarupa-ananth,1
swati-verma-3318,1
sway-dance-studio,1
sway-for-dance,2
swayambhu,2
taalbaaz,3
taalsutra,4
take-off,1
talat-aziz,1
tanay-mimani-136757,2
tanglish-comedy,2
tanique-fossa,1
tanishq-gaikwad,1
tannu-khan,1
tanvi-sinha,1
tanya-nambiar,1
tapas,3
tapas-dasmohapatra,2
taqdeer,2
tarit-pal,1
tarkash,3
tarun-batra,1
tarun-sagar,2
tarun-singh-photography,1
tasha-hayaat,3
tatva-k,12
teddy,1
tejasvi-kannan,1
telescop,2
telescopium,2
tequila-butter,3
teri-miko,12
thaikkudam-bridge,1
thakur-anoop-singh,5
thank-god-for-dance,2
that-band,1
the-academy-of-creative-dance,1
the-banjara-music-project,3
the-bird-experiment,2
the-calcutta-waack-pack,2
the-centaur,1
the-chala-mama-project,3
the-choral-riff,2
the-clinton-cerejo-band,1
the-copy-cats,2
the-dhun,1
the-divine-strings,3
the-einstein-experience,2
the-family-cheese,1
the-flute-mermaid,2
the-forgotten-cure,1
the-free-fall,1
the-fringe-pop,1
the-ganesh-talkies,1
the-glowdiators,1
the-indian-jam-project,1
the-indian-projekt,1
the-ishara-puppet-theatre-trust,1
the-iyer,2
the-iyer-project,2
the-kalpa-project,3
the-khurafati-nitin,1
the-latination,1
the-local-train,2
the-magic-man,2
the-magik-script,1
the-misp,2
the-misplaced-trilogy,2
the-mocking-tree,2
the-musical-zombies,1
the-muzibition,1
the-neglected-ones,2
the-oscar-band,2
the-playmores,1
the-q8-band,1
the-ragamuffins,2
the-raghu-dixit-project,1
the-restorers,1
the-revisit-project,2
the-richa-sharma,1
the-rohan-ganguli-quartet,1
the-sangeet-choreographers,1
the-secret-mission,1
the-sivamani-trio,1
the-soul,1
the-sparkling-weddings,1
the-strings,3
the-syndicate-goa,1
the-third-world,1
the-three-of-us,1
the-travellers,1
the-vindaloos,1
the-wedding-boutique,1
thermal-projekt,1
timir-biswas,1
tnp-the-native-power,1
toby-thomas,3
tojan-toby,1
tom-and-jame,2
traffic-jam,1
traffic-jam,1
trancemigrate,2
trancese,2
trancesense,2
trinergic,1
trishna-shenai-music,1
trishool-the-band,1
turban-the-band,9
tushar-jule,1
twina-jain-choreography,1
twist-to-break-seal,1
two-of-a-kind,1
ujjwal-and-shashank,1
umang-jain,11
unbrkblzzz,1
under-the-influence,1
underground-authority,2
unofficial-scotch-tape,1
unplugaya,2
urvashi-radadiya,2
urvashi-seth,1
urvashiee-arora,1
usha-melwani,3
usha-sharma,1
ushma-tyagi,1
ustad-anis-ahmed-khan,1
utkarsh-khanna,1
utsav-sharma,2
uttaran-uchiha,1
vague,1
vaibhav-aggarwal,1
vaibhav-sethia,52
vaibhav-verma,2
vaishali-made,1
vamsidhar-bhogaraju,3
vandana-bisht,19
vandana-vadehra,1
vanshaj-jaggi,6
varsha,1
varsha-tripathi,1
vasu-primlani,5
vatsala-sharma,1
vdj-jacob,1
vedangee-karnik,2
veebha-anand,15
veer-hazra,1
vejetha-anand,1
vermilion-diaries,1
veronika,1
veronika,1
verve-dance-crew,1
veshesh-the-percussionist,1
vibration-dance-troupe,1
vibrations-dance-studio,1
vicky-244506,3
victor-benjamin,1
victoria-saxy,2
vidha-lal,1
vidhi-sharma,4
vidya-ram,1
vihan-damaris,2
viidhii-upadhyay-4647,1
vijay-221358,1
vijay-batra,1
vijay-chronicles,3
vijay-gill,1
vijay-khathuria,1
vijay-kumar-patil,1
vijay-tiwari,2
vijay-tiwari?id_op=7e0c93ff-b478-4667-9d1d-8aeb0f519781,1
vijay-vikram-singh,1
vikas-sawant,1
vikas-sawant,1
vikas-verma,6
vikram-poddar,1
vikramjit-singh,5
vikrant,1
vikrit,1
vinaita-sivakumar,1
vinay-menon,8
vinayak-singh-loysum,1
vindu-dara-singh,7
violin-brothers,1
vipul-goyal,25
vipul-mehta,2
vir-das,3
viral-talsania,1
vishal-and-shekhar,1
vitthal-patil,1
vivaan,10
vivaan,1
vivaan for 25K26,1
vivah-moments,1
vivek-kumar,2
vivek-patil,1
vj-emcee-vijayalakshmi,1
vrushankh-raghatate,1
vrushika-mehta,1
vyasab,1
wad-dance-company,5
wadali-brothers,1
wajud,1
we-capture-moments,1
what,2
when-chai-met-toast,3
white-shadow-crew,1
wobblehead,1
yaariyan-band,1
yajur-brar,1
yami-gautam,6
yash-khatri,1
yasha-palankar,1
yashita-narang,1
yashita-sharma,2
yasoob-ali,2
yasser-desai,10
yatharth-sharma,6
yatin-arora,1
yo-yo-boys,1
yog-the-band,1
yogeshwari-mistry,1
young-core,1
youth-konnection,1
youthellennium-dance-academy,2
youturn,2
ysmusical,2
yusuf-aga,1
zaarra-kumar,1
zaeden,13
zak-zaheen,1
zakir-khan,15
zaroon,6
zaroon?id_op=1b1yz,1
zeenia-roy,1
zeeshan-khan,5
zehen,3
zenith,5
zenith-dance-troupe,1
zephyr,5
zephyrtone,7
zheel-band,1
zikrr,16
zipout's-dance-addiction,4
ziya,2
zubeen-garg,3
zublee-baruah,2
zulfiqar-khan,1
6ix-mhz-25276,2
Big-Family,1
Kabir-Singh-Bhandari,2
Maheep-Singh,1
Nakash-Aziz,1
Nisha Shetty,1
a-band-of-boys,1
a-kay,4
aakash-gupta,3
aakhira,1
aashiyaan,1
aathma,1
abazz,3
abhijeet-sawant,2
abhijit-ganguly,5
abhilasha-shukla,1
abhinav-shankar,26
abhishek-chatterjee,1
abhishek-upmanyu,18
abishek-kumar,6
abloom-dance-company,1
ace-aka-39,1
achyuth-j,1
acoustic-singh,3
adarsh-mishra,1
adil-ibrahim,1
aditi-arya,3
adnan-sami,1
advaita,2
ahsaan-qureshi,3
airavat,1
aishwarya-bharadwaj,1
aishwarya-nigam,1
ajay-mishra,1
akasa-singh,1
akash-gautam,1
akhil,9
alakh,1
alexander-babu,1
alisha-arora,5
all-india-permit,1
alpatva,1
amaan-shah,1
aman-pahuja,4
aman-production,1
amar,13
ami-b-shroff,1
amit-mehra,3
amit-tandon,8
amjad-ali-khan-136688,1
ammy-virk,5
amrapali-shindhe,1
amrit-maan,1
anchor-abhi,1
anchor-ankita,1
anchor-atul-sharma,1
anchor-gaurav,1
anchor-komal-vj,2
anchor-manas,1
anchor-neha,1
anchor-rishab-tripathi,1
anchor-ruchi-singh,1
anchor-shina-gujral,1
angad-singh-ranyal,5
anhad-the-band,2
anil-masih,1
anirban-dasgupta,27
anjali-kapoor,15
ankit-tiwari,1
ankita-mandal,1
ankita-mishra,5
ankita-singh,1
antara-mitra,12
antariksh,1
anubhav-suman,1
anuj-dimri,1
anuradha-sriram,1
anurag-dixit,25
any-me,4
appurv-gupta,5
apricot,1
archana-srikanth,1
arijit-singh,1
aritra-sen,16
arjun-bunty,1
artist-planet-saxophonist,1
arzz-a-musical-call,3
ashtmi,1
aslam-dance-company,2
avinash-ghosh,1
aviral-malay,1
baawre-the-band,2
badal-barai,2
badshah,1
badshahc,1
bandeya-the-band,2
bb-ki-vines,10
beaters-nikhil-shah,1
bhangra-tronics,2
bhavya-dedhia,1
bhawna-kataria,2
bhuvan-bam,5
bhuwin-khursija,1
big-m,1
bohemia,1
bollwood-naach-dance-troupe,1
bollywood-and-all-that-jazz,1
capricio,1
charitra,1
charlie-chauhan,2
charu-semwal,1
chinmay-mhatre,1
chirag-wadhwani,1
chirayu-mistry,1
chitrangada-singh,3
chrisanne-pereira,1
chrysalis,1
clinton-cerajo,1
crystals-dance-troup,1
d-mesh,1
daksh,2
daksha,1
dance-with-aye,1
dancing-curve,1
darshan-raval-238507,3
dastak,1
deajay-nick,1
debashish-ghosh,10
deejay-frinty,1
deepak-semwal,1
deepshikha-nagpal,4
desi-roots,1
dhruv-vohra,1
digbijoy,1
diljit-dosanjh,8
dilpreet-dhillon,2
diptendu-roy,1
disambiguation,1
disha-patani,1
divesh-singh-thakur,1
divya-joshi,1
divya-misra,1
dj-barkha,2
dj-berry-gangsta,2
dj-chetas,1
dj-d-johar,2
dj-groove-dev,1
dj-haym,1
dj-himanshi,1
dj-louis,5
dj-monty-235693,1
dj-nishal,1
dj-nyk,1
dj-paroma,1
dj-pasha-doll,1
dj-rippen,3
dj-russel-soundtrax,1
dj-satish,1
dj-shanaya,1
dj-siddharth,1
dj-siva,1
dj-sonya,6
dj-vijay-sain,1
dj-vishal,1
dj-vkey-and-meeta-the-sufi-duo,1
dr-sanket-bhosale,1
dream-note,1
dte-dance-the-entertainment,1
dual-disco,1
dualist-inquiry,2
durjoy-datta,1
durnibar-saha,7
elektrovertz,3
emcee-ankur,1
emcee-monisha,3
emcee-priyanka-bhalla,2
emcee-raina,3
emcee-sam,3
emotions-unplugged,1
emotions-unplugged?id_op=7e0c93ff-b478-4667-9d1d-8aeb0f519781,1
eternal-bliss,1
faizan-sheikh,1
fazilpuria,1
feyago,1
folka-dots,1
fuzzy-logic,1
gabriel-daniel,1
gammat-gappa,4
garima-kapoor,1
garima-khiste,1
garry-sandhu,1
gaurav-dubey-the-deceptionist,1
gaurav-dutta,1
gaurav-ghelot,1
gaurav-gupta,2
gaurav-pandey,1
geetanjali-gohar,1
gioconda,1
girish-gogia,1
gitanjali-rai,5
gladson---one-man-band,1
gurdas-maan,3
gurnazar-chattha,1
guru-randhawa,44
gypsy-sand-dunes,1
hamsar-hayat,4
happy-dancing-feet,1
happy-raikoti,1
hardy-sandhu,5
hargun-kaur,1
harjit-harman,1
harsh,1
harsh-beniwal,1
hasleen-kaur,2
hidden-identity,1
hijas-moosa,1
himani-kapoor,6
himanshu-khanna,3
hiten-panwar,2
hrithik-anand,1
hritz,2
ikka-singh,3
inasha-tiwari,2
indeep-bakshi,2
inder-chahal,3
indi-ever,1
indian-ocean,1
indigenous-fakirs,1
international-ariel-silk-rope-bar-act,1
isha-maheshwary,1
ishaan-dobhal-official,2
ishan-isaacs,1
isheta-sarckar,1
j-star,5
jagdish-chaturvedi,30
jalsha-ghar,1
jasleen-matharu,1
jaspreet-singh,22
jass-bajwa,3
jassi-gill,1
jatin-udasi,1
javed-ali,1
jaz-dhami,2
jazba-e-junoon,2
jeeveshu-ahluwalia,1
jeeya-sethi,1
jerus-dance-academy,1
jigrra,2
jishant-malik,3
jitendra-photography,1
jolly-das,1
jugni,1
junaid,1
kalari,1
kamal-heer,1
kanika-mann,1
kanika-srivastava,6
kankana-singh,1
karaoke-n-more,1
karishma-kotak,1
karishma-tanna,1
kartavya,1
karthik-kumar,2
karunesh-talwar,4
kashmira-shah,3
kenneth-sebastian,3
kimochi-youkai,1
kirtidan-gandhvi,1
kishore-dayani,2
kjeld-sreshth,1
knight-shades,4
kopal-bindra,3
krishan-techie,1
krishnendu-paul,2
kriti-sanon,3
kritinish-entertainment,1
krk,2
kshitij-mathur,2
kuldeep-m-pai,1
kulwinder-billa,1
kumar-satyamm,2
kumar-vishu,1
kunal-chaudhry,1
kunal-kamra,9
kushal-choksi,1
laachi-bawa-and-glory-bawa,1
lakhbir-singh-lakha,3
lamhe,2
laxmi-kumar,3
liz-brown,2
lost-stories,3
lovina-adnani,1
lubna-siddiqui,1
lumina-the-laser-violinist,2
maadhyam-the-band,1
made-in-india,1
mainam,11
makeup-by-vidya,1
makeuport,1
maladinesh,1
malangg,1
mame-khan,1
mandar-bhide,5
mandar-bhide,1
mani-and-band,1
manish-aka-x-fader,1
manish-tyagi,3
mankirt-aulakh,15
mannan-thakral,1
maria-237743,2
masala-coffee,6
master-saleem,1
mausiqaar,1
mayur,1
mayur-ruyam,1
mc-ahmed,1
mc-anunsya,1
mc-syed,1
mc-vishwas,1
meenu-mehendi-art,1
meghaa-sharma,1
mehak-kawatra,1
mentalist-ravinder-kumar,1
midival-punditz,1
milind-kapoor,1
millind-gaba,13
mindbass,1
mist,1
mj5,4
mohd-amir,1
mohini-dey,1
moksha-the-band,1
mona,3
moongphali,2
mubeen-saudagar,2
mukul-and-shenjit,2
murli-satagopan-standup-comic,2
muskanz-mehendi-mehfil,1
muzion,1
nachiket,2
nachlee-dance-academy,1
naina-khan,1
nakash-aziz,1
nalayak-the-band,3
nalin-vyas,1
napoleons-subwoofer,1
naranath,1
natasha-suri,1
natural-volume,1
naveen-richard,2
neeraj-kumar,1
neerav-hetawal,6
neeti-palta,9
neha-kakkar,4
niazi-nizami-brothers,1
nikhil-chinapa,1
niladri-kumar,1
nilanjanaa-jayant,1
nimish-dangre,1
nimrat-khaira,3
nina-and-malika,4
ninad-bhat,1
ninja,3
nishant-joke-singh,2
nishant-suri,3
nitin-mandal,9
nitish-bharti,1
nooran-sisters,1
nucleya,5
outliners,1
paarth,1
panchtarni,3
panic,2
pankaj-udhas,1
papon,1
parakhjeet-singh,2
parikrama,1
parvinder-singh-comedy,2
pavleen-gujral-136724,3
pawni-a-pandey,5
pehal-ahuja,1
percussionist-darpan-dua,1
perfect-equation,1
pineapple-riff,1
pooja-gaitonde,1
pooja-khatri,1
poonam-dhillon,1
prabh-gill,1
praneet-bhat,1
pranetra,1
pratap-batra,1
prathaa-khandekar,2
pratibha's-music,1
pratibha-sonhiya,1
pratyush-chaubey,1
preet-kamal,1
prince-dance-group,2
pritam,1
priya-dubey,1
priyanjana-goshal,1
priyanka-happan,1
priyanka-lahiri,1
priyanka-valecha---the-belly-dance-artist,1
prof-ash,2
progressive-brothers,6
r-ya,1
raagas-2-riches,1
radhika-apte,3
raftaar,2
rahil-khan,1
rahul-ghai,1
rahul-jain,3
rahul-jain-and-the-band,1
rahul-kharbanda,1
rahul-sharma,1
rahul-subramanian,1
rajasekhar-mamidanna,1
rajeev-raja,1
rajneesh-kapoor,1
ralfin-stephen,1
ranbir-kapoor,4
rangreza-the-band,1
ranjit-bawa,1
raqeeb,1
rasayana,1
rashmi-jain,1
ratnika-vyas,1
ravi-mehendi-art,1
ravi-shukla,1
reena-hebbar,1
rekha-bhardwaj,2
revolution,1
rinki-singhvi,1
rishabh-dev-violinist,1
rishi-roy,1
rituparna-sengupta,1
rj-shadab,1
rohan,1
rohan-kapoor,1
rohan-pant,1
rohini-maiti,1
rohit-thakur,3
rooh-music-for-the-soul,1
rumman-ahmed,1
rupali-jagga,3
rupam-islam,2
sabareesh-prabhaker,1
sagar-gupta-collectives,2
sahil-shah,1
samay,1
sana-khan,1
sanam,3
sand-kaushik,2
sandeep-gupta-photography,1
sandeep-wadhera,2
sandeepa-dhar,1
sangeeta-kapoor,1
sanjay-mandal-and-group,1
sara-gurpal,1
sartek,2
satinder-sartaaj,1
satva,1
saumya-shetty,1
sawan,1
scarlett-mellish-wilson,1
scorpians-dance-troupe,1
scyther-project,2
shadaj-the-band,4
shagun-trendsetters,1
shailesh,1
sharry-mann,6
shibani-dhandekar,1
shibani-kashyap,1
shilpa-raizada,1
shilpi-paul,1
shirley-setia,13
shiva-manvi,1
shivani-kulkarni,1
showcase,1
shraddha-bajaj,1
shraddha-pandit,1
shraey-khanna,1
shrirupa-sengupta,8
shruti-haasan,3
shruti-pathak,2
shubham-band,1
shubham-roy,1
shubham-surya,1
shweta-lalwani,4
shweta-venkatesh,1
siana-catherine,1
siddharth-banerjee,1
siddharth-slathia,4
siddharth-suresh,4
simple-truth,1
six-undercover,1
smita-bansal,2
smokey,1
sneha-suhas,1
snigdhajit-bhowmik,1
soham-mallick,1
solanki-nathu-lal,1
sonal-jain,1
sonal-singh,1
sonam-chhabra,1
sorabh-pant,2
spunk,1
sreya-jayadeep,1
srijan-kaushik,10
stanley-live,1
studio-4,1
subhreet-kaur-ghumman,1
subhro-j-ganguly,1
suchismita-das,2
sudesh-lehri,1
sugnan-dani,1
sukriti-and-prakriti-kakar,1
sultan-masood,1
sumit-anand,3
sumit-anand,5
sunidhi-chauhan,1
sunil-grover,2
sunny-leone,11
surbhi-chhabra,1
surender-sharma,1
surinder-shinda,1
suryaveer,1
swarbhoomi,10
tanay-malhara,1
tanglish-comedy,2
taqdeer,2
tarit-pal,1
tarkash,1
teri-miko,4
the-band-arpit,2
the-banjara-music-project,1
the-blue-soul,2
the-chala-mama-project,1
the-fiddle-and-the-keys,1
the-flute-mermaid,1
the-free-fall,1
the-glowdiators,1
the-local-train,6
the-lost-symbols,2
the-magik-script,1
the-music-maniacs-235514,2
the-musical-human-sarthak-dua,1
the-secret-mission,1
the-stagz,1
tidal-wave,1
timir-biswas-live,1
tmkc---teri-music-ki-chahat,1
trancemi,2
trishul,1
twin-jugglers,1
u-and-i-foundation,1
underground-authority,1
upasna-chelani,1
usha-sharma,2
uvie,1
v-ranjha,1
vague,1
vaibhav-sethia,1
vaibhav-verma,1
vandana-vadehra,1
vasu-primlani,1
veebha-anand,1
veshesh-the-percussionist?id_op=1bJoh,1
vicky-244506,1
vikas-jain,1
vikramjit-singh,1
vinay-menon,1
vipul-goyal,11
vishal-and-shekhar,2
vivaan,3
wadali-brothers,1
wedding-photosutra,1
west-webler,4
yaariyan-band,1
yatharth-sharma,1
yatin-arora,1
yuvraj-hans,5
zaeden,2
zakir-khan,37
zaroon,1
zeeshan-khan,2
zeeshan-shafee,1
zenith-dance-troupe,1
zephyrtone,3
